Name,Speichervolumen Pufferspeicher [l],Speichervolumen Trinkwasser [l],Nennleistung WÃ¤rmepumpe [kW],Soll-Raumtemperatur [Â°C],Photovoltaik Anzahl Module [-],,SJAZ [-],Energiebedarf gedeckt,Netto Stromkosten [CHF],Investitionskosten [CHF],Autarkiegrad [%]
4423,1500,800,12,22,90,4423,3.15,1,1193.45,69130.31,26.62
4424,1500,800,12,23,90,4424,3.15,1,1193.45,69130.31,26.62
4455,2000,800,12,19,30,4455,3.19,0,3061.66,54101.62,16.18
4456,2000,800,12,20,30,4456,3.19,0,3061.66,54101.62,16.18
4457,2000,800,12,21,30,4457,3.19,0,3061.66,54101.62,16.18
4458,2000,800,12,22,30,4458,3.19,0,3061.66,54101.62,16.18
4459,2000,800,12,23,30,4459,3.19,0,3061.66,54101.62,16.18
4460,2000,800,12,19,60,4460,3.19,0,2074.81,62741.67,23.95
4461,2000,800,12,20,60,4461,3.19,0,2074.81,62741.67,23.95
4462,2000,800,12,21,60,4462,3.19,0,2074.81,62741.67,23.95
4463,2000,800,12,22,60,4463,3.19,0,2074.81,62741.67,23.95
4464,2000,800,12,23,60,4464,3.19,0,2074.81,62741.67,23.95
4465,2000,800,12,19,90,4465,3.19,0,1177.23,70130.31,27.66
4466,2000,800,12,20,90,4466,3.19,0,1177.23,70130.31,27.66
4467,2000,800,12,21,90,4467,3.19,0,1177.23,70130.31,27.66
4468,2000,800,12,22,90,4468,3.19,0,1177.23,70130.31,27.66
4469,2000,800,12,23,90,4469,3.19,0,1177.23,70130.31,27.66
4500,500,800,13,19,30,4500,3.57,0,2751.42,52768.28,15.29
4501,500,800,13,20,30,4501,3.57,0,2751.42,52768.28,15.29
4502,500,800,13,21,30,4502,3.57,0,2751.42,52768.28,15.29
4503,500,800,13,22,30,4503,3.57,0,2751.42,52768.28,15.29
4504,500,800,13,23,30,4504,3.57,0,2751.42,52768.28,15.29
4505,500,800,13,19,60,4505,3.57,0,1802.72,61408.34,21.79
4506,500,800,13,20,60,4506,3.57,0,1802.72,61408.34,21.79
4507,500,800,13,21,60,4507,3.57,0,1802.72,61408.34,21.79
4508,500,800,13,22,60,4508,3.57,0,1802.72,61408.34,21.79
4509,500,800,13,23,60,4509,3.57,0,1802.72,61408.34,21.79
4510,500,800,13,19,90,4510,3.57,0,921.21,68796.98,25.01
4511,500,800,13,20,90,4511,3.57,0,921.21,68796.98,25.01
4512,500,800,13,21,90,4512,3.57,0,921.21,68796.98,25.01
4513,500,800,13,22,90,4513,3.57,0,921.21,68796.98,25.01
4514,500,800,13,23,90,4514,3.57,0,921.21,68796.98,25.01
4545,1000,800,13,19,30,4545,3.56,1,2751.37,53768.28,15.72
4546,1000,800,13,20,30,4546,3.56,1,2751.37,53768.28,15.72
4547,1000,800,13,21,30,4547,3.56,1,2751.37,53768.28,15.72
4548,1000,800,13,22,30,4548,3.56,1,2751.37,53768.28,15.72
4549,1000,800,13,23,30,4549,3.56,1,2751.37,53768.28,15.72
4550,1000,800,13,19,60,4550,3.56,1,1799.1,62408.34,22.39
4551,1000,800,13,20,60,4551,3.56,1,1799.1,62408.34,22.39
4552,1000,800,13,21,60,4552,3.56,1,1799.1,62408.34,22.39
4553,1000,800,13,22,60,4553,3.56,1,1799.1,62408.34,22.39
4554,1000,800,13,23,60,4554,3.56,1,1799.1,62408.34,22.39
4555,1000,800,13,19,90,4555,3.56,1,916.23,69796.98,25.67
4556,1000,800,13,20,90,4556,3.56,1,916.23,69796.98,25.67
4557,1000,800,13,21,90,4557,3.56,1,916.23,69796.98,25.67
4558,1000,800,13,22,90,4558,3.56,1,916.23,69796.98,25.67
4559,1000,800,13,23,90,4559,3.56,1,916.23,69796.98,25.67
4590,1500,800,13,19,30,4590,3.57,1,2745.65,54768.28,16.23
4591,1500,800,13,20,30,4591,3.57,1,2745.65,54768.28,16.23
4592,1500,800,13,21,30,4592,3.57,1,2745.65,54768.28,16.23
4593,1500,800,13,22,30,4593,3.57,1,2745.65,54768.28,16.23
4594,1500,800,13,23,30,4594,3.57,1,2745.65,54768.28,16.23
4595,1500,800,13,19,60,4595,3.57,1,1784.47,63408.34,23.35
4596,1500,800,13,20,60,4596,3.57,1,1784.47,63408.34,23.35
4597,1500,800,13,21,60,4597,3.57,1,1784.47,63408.34,23.35
4598,1500,800,13,22,60,4598,3.57,1,1784.47,63408.34,23.35
4599,1500,800,13,23,60,4599,3.57,1,1784.47,63408.34,23.35
4600,1500,800,13,19,90,4600,3.57,1,898.66,70796.98,26.78
4601,1500,800,13,20,90,4601,3.57,1,898.66,70796.98,26.78
4602,1500,800,13,21,90,4602,3.57,1,898.66,70796.98,26.78
4603,1500,800,13,22,90,4603,3.57,1,898.66,70796.98,26.78
4604,1500,800,13,23,90,4604,3.57,1,898.66,70796.98,26.78
4635,2000,800,13,19,30,4635,3.6,1,2742.16,55768.28,16.57
4636,2000,800,13,20,30,4636,3.6,1,2742.16,55768.28,16.57
4637,2000,800,13,21,30,4637,3.6,1,2742.16,55768.28,16.57
4638,2000,800,13,22,30,4638,3.6,1,2742.16,55768.28,16.57
4639,2000,800,13,23,30,4639,3.6,1,2742.16,55768.28,16.57
4640,2000,800,13,19,60,4640,3.6,1,1780.38,64408.34,23.72
4641,2000,800,13,20,60,4641,3.6,1,1780.38,64408.34,23.72
4642,2000,800,13,21,60,4642,3.6,1,1780.38,64408.34,23.72
4643,2000,800,13,22,60,4643,3.6,1,1780.38,64408.34,23.72
4644,2000,800,13,23,60,4644,3.6,1,1780.38,64408.34,23.72
4645,2000,800,13,19,90,4645,3.6,1,895.74,71796.98,27.09
4646,2000,800,13,20,90,4646,3.6,1,895.74,71796.98,27.09
4647,2000,800,13,21,90,4647,3.6,1,895.74,71796.98,27.09
4648,2000,800,13,22,90,4648,3.6,1,895.74,71796.98,27.09
4649,2000,800,13,23,90,4649,3.6,1,895.74,71796.98,27.09
4680,500,800,14,19,30,4680,3.99,0,2505.94,54434.95,15.5
4681,500,800,14,20,30,4681,3.99,0,2505.94,54434.95,15.5
4682,500,800,14,21,30,4682,3.99,0,2505.94,54434.95,15.5
4683,500,800,14,22,30,4683,3.99,0,2505.94,54434.95,15.5
4684,500,800,14,23,30,4684,3.99,0,2505.94,54434.95,15.5
4685,500,800,14,19,60,4685,3.99,0,1572.19,63075,21.64
4686,500,800,14,20,60,4686,3.99,0,1572.19,63075,21.64
4687,500,800,14,21,60,4687,3.99,0,1572.19,63075,21.64
4688,500,800,14,22,60,4688,3.99,0,1572.19,63075,21.64
4689,500,800,14,23,60,4689,3.99,0,1572.19,63075,21.64
4690,500,800,14,19,90,4690,3.99,0,697.25,70463.64,24.72
4691,500,800,14,20,90,4691,3.99,0,697.25,70463.64,24.72
4692,500,800,14,21,90,4692,3.99,0,697.25,70463.64,24.72
4693,500,800,14,22,90,4693,3.99,0,697.25,70463.64,24.72
4694,500,800,14,23,90,4694,3.99,0,697.25,70463.64,24.72
4725,1000,800,14,19,30,4725,3.99,1,2497.53,55434.95,16.05
4726,1000,800,14,20,30,4726,3.99,1,2497.53,55434.95,16.05
4727,1000,800,14,21,30,4727,3.99,1,2497.53,55434.95,16.05
4728,1000,800,14,22,30,4728,3.99,1,2497.53,55434.95,16.05
4729,1000,800,14,23,30,4729,3.99,1,2497.53,55434.95,16.05
4730,1000,800,14,19,60,4730,3.99,1,1559.5,64075,22.42
4731,1000,800,14,20,60,4731,3.99,1,1559.5,64075,22.42
4732,1000,800,14,21,60,4732,3.99,1,1559.5,64075,22.42
4733,1000,800,14,22,60,4733,3.99,1,1559.5,64075,22.42
4734,1000,800,14,23,60,4734,3.99,1,1559.5,64075,22.42
4735,1000,800,14,19,90,4735,3.99,1,684.56,71463.64,25.51
4736,1000,800,14,20,90,4736,3.99,1,684.56,71463.64,25.51
4737,1000,800,14,21,90,4737,3.99,1,684.56,71463.64,25.51
4738,1000,800,14,22,90,4738,3.99,1,684.56,71463.64,25.51
4739,1000,800,14,23,90,4739,3.99,1,684.56,71463.64,25.51
4770,1500,800,14,19,30,4770,3.99,1,2493.41,56434.95,16.46
4771,1500,800,14,20,30,4771,3.99,1,2493.41,56434.95,16.46
4772,1500,800,14,21,30,4772,3.99,1,2493.41,56434.95,16.46
4773,1500,800,14,22,30,4773,3.99,1,2493.41,56434.95,16.46
4774,1500,800,14,23,30,4774,3.99,1,2493.41,56434.95,16.46
4775,1500,800,14,19,60,4775,3.99,1,1551.79,65075,23.03
4776,1500,800,14,20,60,4776,3.99,1,1551.79,65075,23.03
4777,1500,800,14,21,60,4777,3.99,1,1551.79,65075,23.03
4778,1500,800,14,22,60,4778,3.99,1,1551.79,65075,23.03
4779,1500,800,14,23,60,4779,3.99,1,1551.79,65075,23.03
4780,1500,800,14,19,90,4780,3.99,1,674.62,72463.64,26.24
4781,1500,800,14,20,90,4781,3.99,1,674.62,72463.64,26.24
4782,1500,800,14,21,90,4782,3.99,1,674.62,72463.64,26.24
4783,1500,800,14,22,90,4783,3.99,1,674.62,72463.64,26.24
4784,1500,800,14,23,90,4784,3.99,1,674.62,72463.64,26.24
4815,2000,800,14,19,30,4815,3.99,1,2499.83,57434.95,16.56
4816,2000,800,14,20,30,4816,3.99,1,2499.83,57434.95,16.56
4817,2000,800,14,21,30,4817,3.99,1,2499.83,57434.95,16.56
4818,2000,800,14,22,30,4818,3.99,1,2499.83,57434.95,16.56
4819,2000,800,14,23,30,4819,3.99,1,2499.83,57434.95,16.56
4820,2000,800,14,19,60,4820,3.99,1,1557.52,66075,23.15
4821,2000,800,14,20,60,4821,3.99,1,1557.52,66075,23.15
4822,2000,800,14,21,60,4822,3.99,1,1557.52,66075,23.15
4823,2000,800,14,22,60,4823,3.99,1,1557.52,66075,23.15
4824,2000,800,14,23,60,4824,3.99,1,1557.52,66075,23.15
4825,2000,800,14,19,90,4825,3.99,1,680.63,73463.64,26.34
4826,2000,800,14,20,90,4826,3.99,1,680.63,73463.64,26.34
4827,2000,800,14,21,90,4827,3.99,1,680.63,73463.64,26.34
4828,2000,800,14,22,90,4828,3.99,1,680.63,73463.64,26.34
4829,2000,800,14,23,90,4829,3.99,1,680.63,73463.64,26.34
4860,500,800,15,19,30,4860,3.94,0,2553.35,56101.62,14.87
4861,500,800,15,20,30,4861,3.94,0,2553.35,56101.62,14.87
4862,500,800,15,21,30,4862,3.94,0,2553.35,56101.62,14.87
4863,500,800,15,22,30,4863,3.94,0,2553.35,56101.62,14.87
4864,500,800,15,23,30,4864,3.94,0,2553.35,56101.62,14.87
4865,500,800,15,19,60,4865,3.94,0,1622.76,64741.67,20.77
4866,500,800,15,20,60,4866,3.94,0,1622.76,64741.67,20.77
4867,500,800,15,21,60,4867,3.94,0,1622.76,64741.67,20.77
4868,500,800,15,22,60,4868,3.94,0,1622.76,64741.67,20.77
4869,500,800,15,23,60,4869,3.94,0,1622.76,64741.67,20.77
4870,500,800,15,19,90,4870,3.94,0,749.66,72130.31,23.72
4871,500,800,15,20,90,4871,3.94,0,749.66,72130.31,23.72
4872,500,800,15,21,90,4872,3.94,0,749.66,72130.31,23.72
4873,500,800,15,22,90,4873,3.94,0,749.66,72130.31,23.72
4874,500,800,15,23,90,4874,3.94,0,749.66,72130.31,23.72
4905,1000,800,15,19,30,4905,3.94,1,2545.76,57101.62,15.21
4906,1000,800,15,20,30,4906,3.94,1,2545.76,57101.62,15.21
4907,1000,800,15,21,30,4907,3.94,1,2545.76,57101.62,15.21
4908,1000,800,15,22,30,4908,3.94,1,2545.76,57101.62,15.21
4909,1000,800,15,23,30,4909,3.94,1,2545.76,57101.62,15.21
4910,1000,800,15,19,60,4910,3.94,1,1609.82,65741.67,21.41
4911,1000,800,15,20,60,4911,3.94,1,1609.82,65741.67,21.41
4912,1000,800,15,21,60,4912,3.94,1,1609.82,65741.67,21.41
4913,1000,800,15,22,60,4913,3.94,1,1609.82,65741.67,21.41
4914,1000,800,15,23,60,4914,3.94,1,1609.82,65741.67,21.41
4915,1000,800,15,19,90,4915,3.94,1,732.9,73130.31,24.57
4916,1000,800,15,20,90,4916,3.94,1,732.9,73130.31,24.57
4917,1000,800,15,21,90,4917,3.94,1,732.9,73130.31,24.57
4918,1000,800,15,22,90,4918,3.94,1,732.9,73130.31,24.57
4919,1000,800,15,23,90,4919,3.94,1,732.9,73130.31,24.57
4950,1500,800,15,19,30,4950,3.94,1,2548.74,58101.62,15.34
4951,1500,800,15,20,30,4951,3.94,1,2548.74,58101.62,15.34
4952,1500,800,15,21,30,4952,3.94,1,2548.74,58101.62,15.34
4953,1500,800,15,22,30,4953,3.94,1,2548.74,58101.62,15.34
4954,1500,800,15,23,30,4954,3.94,1,2548.74,58101.62,15.34
4955,1500,800,15,19,60,4955,3.97,1,1757.89,66741.67,21.51
4956,1500,800,15,20,60,4956,3.94,1,1611.52,66741.67,21.6
4957,1500,800,15,21,60,4957,3.94,1,1611.52,66741.67,21.6
4958,1500,800,15,22,60,4958,3.94,1,1611.52,66741.67,21.6
4959,1500,800,15,23,60,4959,3.94,1,1611.52,66741.67,21.6
4960,1500,800,15,19,90,4960,3.94,1,735.29,74130.31,24.72
4961,1500,800,15,20,90,4961,3.94,1,735.29,74130.31,24.72
4962,1500,800,15,21,90,4962,3.94,1,735.29,74130.31,24.72
4963,1500,800,15,22,90,4963,3.94,1,735.29,74130.31,24.72
4964,1500,800,15,23,90,4964,3.94,1,735.29,74130.31,24.72
4995,2000,800,15,19,30,4995,3.93,1,2550.46,59101.62,15.66
4996,2000,800,15,20,30,4996,3.93,1,2550.46,59101.62,15.66
4997,2000,800,15,21,30,4997,3.93,1,2550.46,59101.62,15.66
4998,2000,800,15,22,30,4998,3.93,1,2550.46,59101.62,15.66
4999,2000,800,15,23,30,4999,3.93,1,2550.46,59101.62,15.66
5000,2000,800,15,19,60,5000,3.93,1,1606.04,67741.67,22.3
5001,2000,800,15,20,60,5001,3.93,1,1606.04,67741.67,22.3
5002,2000,800,15,21,60,5002,3.93,1,1606.04,67741.67,22.3
5003,2000,800,15,22,60,5003,3.93,1,1606.04,67741.67,22.3
5004,2000,800,15,23,60,5004,3.93,1,1606.04,67741.67,22.3
5005,2000,800,15,19,90,5005,3.93,1,727.68,75130.31,25.53
5006,2000,800,15,20,90,5006,3.93,1,727.68,75130.31,25.53
5007,2000,800,15,21,90,5007,3.93,1,727.68,75130.31,25.53
5008,2000,800,15,22,90,5008,3.93,1,727.68,75130.31,25.53
5009,2000,800,15,23,90,5009,3.93,1,727.68,75130.31,25.53
5040,500,800,16,19,30,5040,3.98,0,2514.81,57768.28,15.52
5041,500,800,16,20,30,5041,3.98,0,2514.81,57768.28,15.52
5042,500,800,16,21,30,5042,3.98,0,2514.81,57768.28,15.52
5043,500,800,16,22,30,5043,3.98,0,2514.81,57768.28,15.52
5044,500,800,16,23,30,5044,3.98,0,2514.81,57768.28,15.52
5045,500,800,16,19,60,5045,3.98,0,1579.57,66408.34,21.72
5046,500,800,16,20,60,5046,3.98,0,1579.57,66408.34,21.72
5047,500,800,16,21,60,5047,3.98,0,1579.57,66408.34,21.72
5048,500,800,16,22,60,5048,3.98,0,1579.57,66408.34,21.72
5049,500,800,16,23,60,5049,3.98,0,1579.57,66408.34,21.72
5050,500,800,16,19,90,5050,3.98,0,704.12,73796.98,24.83
5051,500,800,16,20,90,5051,3.98,0,704.12,73796.98,24.83
5052,500,800,16,21,90,5052,3.98,0,704.12,73796.98,24.83
5053,500,800,16,22,90,5053,3.98,0,704.12,73796.98,24.83
5054,500,800,16,23,90,5054,3.98,0,704.12,73796.98,24.83
5085,1000,800,16,19,30,5085,3.96,1,2514.14,58768.28,15.96
5086,1000,800,16,20,30,5086,3.96,1,2514.14,58768.28,15.96
5087,1000,800,16,21,30,5087,3.96,1,2514.14,58768.28,15.96
5088,1000,800,16,22,30,5088,3.96,1,2514.14,58768.28,15.96
5089,1000,800,16,23,30,5089,3.96,1,2514.14,58768.28,15.96
5090,1000,800,16,19,60,5090,3.96,1,1576.16,67408.34,22.31
5091,1000,800,16,20,60,5091,3.96,1,1576.16,67408.34,22.31
5092,1000,800,16,21,60,5092,3.96,1,1576.16,67408.34,22.31
5093,1000,800,16,22,60,5093,3.96,1,1576.16,67408.34,22.31
5094,1000,800,16,23,60,5094,3.96,1,1576.16,67408.34,22.31
5095,1000,800,16,19,90,5095,3.96,1,699.89,74796.98,25.45
5096,1000,800,16,20,90,5096,3.96,1,699.89,74796.98,25.45
5097,1000,800,16,21,90,5097,3.96,1,699.89,74796.98,25.45
5098,1000,800,16,22,90,5098,3.96,1,699.89,74796.98,25.45
5099,1000,800,16,23,90,5099,3.96,1,699.89,74796.98,25.45
5130,1500,800,16,19,30,5130,3.96,1,2504.98,59768.28,16.49
5131,1500,800,16,20,30,5131,3.96,1,2504.98,59768.28,16.49
5132,1500,800,16,21,30,5132,3.96,1,2504.98,59768.28,16.49
5133,1500,800,16,22,30,5133,3.96,1,2504.98,59768.28,16.49
5134,1500,800,16,23,30,5134,3.96,1,2504.98,59768.28,16.49
5135,1500,800,16,19,60,5135,3.96,1,1562.66,68408.34,23.07
5136,1500,800,16,20,60,5136,3.96,1,1562.66,68408.34,23.07
5137,1500,800,16,21,60,5137,3.96,1,1562.66,68408.34,23.07
5138,1500,800,16,22,60,5138,3.96,1,1562.66,68408.34,23.07
5139,1500,800,16,23,60,5139,3.96,1,1562.66,68408.34,23.07
5140,1500,800,16,19,90,5140,3.96,1,686.72,75796.98,26.2
5141,1500,800,16,20,90,5141,3.96,1,686.72,75796.98,26.2
5142,1500,800,16,21,90,5142,3.96,1,686.72,75796.98,26.2
5143,1500,800,16,22,90,5143,3.96,1,686.72,75796.98,26.2
5144,1500,800,16,23,90,5144,3.96,1,686.72,75796.98,26.2
5175,2000,800,16,19,30,5175,3.98,1,2501.32,60768.28,16.89
5176,2000,800,16,20,30,5176,3.98,1,2501.32,60768.28,16.89
5177,2000,800,16,21,30,5177,3.98,1,2501.32,60768.28,16.89
5178,2000,800,16,22,30,5178,3.98,1,2501.32,60768.28,16.89
5179,2000,800,16,23,30,5179,3.98,1,2501.32,60768.28,16.89
5180,2000,800,16,19,60,5180,3.98,1,1554.27,69408.34,23.73
5181,2000,800,16,20,60,5181,3.98,1,1554.27,69408.34,23.73
5182,2000,800,16,21,60,5182,3.98,1,1554.27,69408.34,23.73
5183,2000,800,16,22,60,5183,3.98,1,1554.27,69408.34,23.73
5184,2000,800,16,23,60,5184,3.98,1,1554.27,69408.34,23.73
5185,2000,800,16,19,90,5185,3.98,1,674.29,76796.98,27.08
5186,2000,800,16,20,90,5186,3.98,1,674.29,76796.98,27.08
5187,2000,800,16,21,90,5187,3.98,1,674.29,76796.98,27.08
5188,2000,800,16,22,90,5188,3.98,1,674.29,76796.98,27.08
5189,2000,800,16,23,90,5189,3.98,1,674.29,76796.98,27.08
5220,500,800,17,19,30,5220,3.86,1,2630.31,59434.95,13.6
5221,500,800,17,20,30,5221,3.86,1,2630.31,59434.95,13.6
5222,500,800,17,21,30,5222,3.86,1,2630.31,59434.95,13.6
5223,500,800,17,22,30,5223,3.86,1,2630.31,59434.95,13.6
5224,500,800,17,23,30,5224,3.86,1,2630.31,59434.95,13.6
5225,500,800,17,19,60,5225,3.86,1,1709.29,68075,18.89
5226,500,800,17,20,60,5226,3.86,1,1709.29,68075,18.89
5227,500,800,17,21,60,5227,3.86,1,1709.29,68075,18.89
5228,500,800,17,22,60,5228,3.86,1,1709.29,68075,18.89
5229,500,800,17,23,60,5229,3.86,1,1709.29,68075,18.89
5230,500,800,17,19,90,5230,3.86,1,836.96,75463.64,21.75
5231,500,800,17,20,90,5231,3.86,1,836.96,75463.64,21.75
5232,500,800,17,21,90,5232,3.86,1,836.96,75463.64,21.75
5233,500,800,17,22,90,5233,3.86,1,836.96,75463.64,21.75
5234,500,800,17,23,90,5234,3.86,1,836.96,75463.64,21.75
5265,1000,800,17,19,30,5265,3.86,1,2633.65,60434.95,13.63
5266,1000,800,17,20,30,5266,3.86,1,2633.65,60434.95,13.63
5267,1000,800,17,21,30,5267,3.86,1,2633.65,60434.95,13.63
5268,1000,800,17,22,30,5268,3.86,1,2633.65,60434.95,13.63
5269,1000,800,17,23,30,5269,3.86,1,2633.65,60434.95,13.63
5270,1000,800,17,19,60,5270,3.86,1,1709.31,69075,19.09
5271,1000,800,17,20,60,5271,3.86,1,1709.31,69075,19.09
5272,1000,800,17,21,60,5272,3.86,1,1709.31,69075,19.09
5273,1000,800,17,22,60,5273,3.86,1,1709.31,69075,19.09
5274,1000,800,17,23,60,5274,3.86,1,1709.31,69075,19.09
5275,1000,800,17,19,90,5275,3.86,1,834.9,76463.64,22.07
5276,1000,800,17,20,90,5276,3.86,1,834.9,76463.64,22.07
5277,1000,800,17,21,90,5277,3.86,1,834.9,76463.64,22.07
5278,1000,800,17,22,90,5278,3.86,1,834.9,76463.64,22.07
5279,1000,800,17,23,90,5279,3.86,1,834.9,76463.64,22.07
5310,1500,800,17,19,30,5310,3.85,1,2631.3,61434.95,13.83
5311,1500,800,17,20,30,5311,3.85,1,2631.3,61434.95,13.83
5312,1500,800,17,21,30,5312,3.85,1,2631.3,61434.95,13.83
5313,1500,800,17,22,30,5313,3.85,1,2631.3,61434.95,13.83
5314,1500,800,17,23,30,5314,3.85,1,2631.3,61434.95,13.83
5315,1500,800,17,19,60,5315,3.85,1,1703.69,70075,19.46
5316,1500,800,17,20,60,5316,3.85,1,1703.69,70075,19.46
5317,1500,800,17,21,60,5317,3.85,1,1703.69,70075,19.46
5318,1500,800,17,22,60,5318,3.85,1,1703.69,70075,19.46
5319,1500,800,17,23,60,5319,3.85,1,1703.69,70075,19.46
5320,1500,800,17,19,90,5320,3.85,1,828.57,77463.64,22.48
5321,1500,800,17,20,90,5321,3.85,1,828.57,77463.64,22.48
5322,1500,800,17,21,90,5322,3.85,1,828.57,77463.64,22.48
5323,1500,800,17,22,90,5323,3.85,1,828.57,77463.64,22.48
5324,1500,800,17,23,90,5324,3.85,1,828.57,77463.64,22.48
5355,2000,800,17,19,30,5355,3.85,1,2628.52,62434.95,14.19
5356,2000,800,17,20,30,5356,3.85,1,2628.52,62434.95,14.19
5357,2000,800,17,21,30,5357,3.85,1,2628.52,62434.95,14.19
5358,2000,800,17,22,30,5358,3.85,1,2628.52,62434.95,14.19
5359,2000,800,17,23,30,5359,3.85,1,2628.52,62434.95,14.19
5360,2000,800,17,19,60,5360,3.85,1,1694.47,71075,20.17
5361,2000,800,17,20,60,5361,3.85,1,1694.47,71075,20.17
5362,2000,800,17,21,60,5362,3.85,1,1694.47,71075,20.17
5363,2000,800,17,22,60,5363,3.85,1,1694.47,71075,20.17
5364,2000,800,17,23,60,5364,3.85,1,1694.47,71075,20.17
5365,2000,800,17,19,90,5365,3.85,1,816.09,78463.64,23.36
5366,2000,800,17,20,90,5366,3.85,1,816.09,78463.64,23.36
5367,2000,800,17,21,90,5367,3.85,1,816.09,78463.64,23.36
5368,2000,800,17,22,90,5368,3.85,1,816.09,78463.64,23.36
5369,2000,800,17,23,90,5369,3.85,1,816.09,78463.64,23.36
5400,500,800,18,19,30,5400,3.84,1,2657.29,61101.62,13.06
5401,500,800,18,20,30,5401,3.84,1,2657.29,61101.62,13.06
5402,500,800,18,21,30,5402,3.84,1,2657.29,61101.62,13.06
5403,500,800,18,22,30,5403,3.84,1,2657.29,61101.62,13.06
5404,500,800,18,23,30,5404,3.84,1,2657.29,61101.62,13.06
5405,500,800,18,19,60,5405,3.84,1,1739.19,69741.67,18.16
5406,500,800,18,20,60,5406,3.84,1,1739.19,69741.67,18.16
5407,500,800,18,21,60,5407,3.84,1,1739.19,69741.67,18.16
5408,500,800,18,22,60,5408,3.84,1,1739.19,69741.67,18.16
5409,500,800,18,23,60,5409,3.84,1,1739.19,69741.67,18.16
5410,500,800,18,19,90,5410,3.84,1,866.51,77130.31,21.03
5411,500,800,18,20,90,5411,3.84,1,866.51,77130.31,21.03
5412,500,800,18,21,90,5412,3.84,1,866.51,77130.31,21.03
5413,500,800,18,22,90,5413,3.84,1,866.51,77130.31,21.03
5414,500,800,18,23,90,5414,3.84,1,866.51,77130.31,21.03
5445,1000,800,18,19,30,5445,3.83,1,2654.01,62101.62,13.33
5446,1000,800,18,20,30,5446,3.83,1,2654.01,62101.62,13.33
5447,1000,800,18,21,30,5447,3.83,1,2654.01,62101.62,13.33
5448,1000,800,18,22,30,5448,3.83,1,2654.01,62101.62,13.33
5449,1000,800,18,23,30,5449,3.83,1,2654.01,62101.62,13.33
5450,1000,800,18,19,60,5450,3.83,1,1731.01,70741.67,18.69
5451,1000,800,18,20,60,5451,3.83,1,1731.01,70741.67,18.69
5452,1000,800,18,21,60,5452,3.83,1,1731.01,70741.67,18.69
5453,1000,800,18,22,60,5453,3.83,1,1731.01,70741.67,18.69
5454,1000,800,18,23,60,5454,3.83,1,1731.01,70741.67,18.69
5455,1000,800,18,19,90,5455,3.83,1,856.57,78130.31,21.66
5456,1000,800,18,20,90,5456,3.83,1,856.57,78130.31,21.66
5457,1000,800,18,21,90,5457,3.83,1,856.57,78130.31,21.66
5458,1000,800,18,22,90,5458,3.83,1,856.57,78130.31,21.66
5459,1000,800,18,23,90,5459,3.83,1,856.57,78130.31,21.66
5490,1500,800,18,19,30,5490,3.82,1,2659.31,63101.62,13.4
5491,1500,800,18,20,30,5491,3.82,1,2659.31,63101.62,13.4
5492,1500,800,18,21,30,5492,3.82,1,2659.31,63101.62,13.4
5493,1500,800,18,22,30,5493,3.82,1,2659.31,63101.62,13.4
5494,1500,800,18,23,30,5494,3.82,1,2659.31,63101.62,13.4
5495,1500,800,18,19,60,5495,3.82,1,1734.09,71741.67,18.87
5496,1500,800,18,20,60,5496,3.82,1,1734.09,71741.67,18.87
5497,1500,800,18,21,60,5497,3.82,1,1734.09,71741.67,18.87
5498,1500,800,18,22,60,5498,3.82,1,1734.09,71741.67,18.87
5499,1500,800,18,23,60,5499,3.82,1,1734.09,71741.67,18.87
5500,1500,800,18,19,90,5500,3.82,1,857.32,79130.31,21.96
5501,1500,800,18,20,90,5501,3.82,1,857.32,79130.31,21.96
5502,1500,800,18,21,90,5502,3.82,1,857.32,79130.31,21.96
5503,1500,800,18,22,90,5503,3.82,1,857.32,79130.31,21.96
5504,1500,800,18,23,90,5504,3.82,1,857.32,79130.31,21.96
5535,2000,800,18,19,30,5535,3.82,1,2660.98,64101.62,13.56
5536,2000,800,18,20,30,5536,3.82,1,2660.98,64101.62,13.56
5537,2000,800,18,21,30,5537,3.82,1,2660.98,64101.62,13.56
5538,2000,800,18,22,30,5538,3.82,1,2660.98,64101.62,13.56
5539,2000,800,18,23,30,5539,3.82,1,2660.98,64101.62,13.56
5540,2000,800,18,19,60,5540,3.82,1,1734.03,72741.67,19.12
5541,2000,800,18,20,60,5541,3.82,1,1734.03,72741.67,19.12
5542,2000,800,18,21,60,5542,3.82,1,1734.03,72741.67,19.12
5543,2000,800,18,22,60,5543,3.82,1,1734.03,72741.67,19.12
5544,2000,800,18,23,60,5544,3.82,1,1734.03,72741.67,19.12
5545,2000,800,18,19,90,5545,3.82,1,858.29,80130.31,22.15
5546,2000,800,18,20,90,5546,3.82,1,858.29,80130.31,22.15
5547,2000,800,18,21,90,5547,3.82,1,858.29,80130.31,22.15
5548,2000,800,18,22,90,5548,3.82,1,858.29,80130.31,22.15
5549,2000,800,18,23,90,5549,3.82,1,858.29,80130.31,22.15
5580,500,800,19,19,30,5580,3.83,1,2666.28,62768.28,12.89
5581,500,800,19,20,30,5581,3.83,1,2666.28,62768.28,12.89
5582,500,800,19,21,30,5582,3.83,1,2666.28,62768.28,12.89
5583,500,800,19,22,30,5583,3.83,1,2666.28,62768.28,12.89
5584,500,800,19,23,30,5584,3.83,1,2666.28,62768.28,12.89
